No,feature_name,japanese_meaning,calculation_method,source_data,history_window,category,code_location,includes_maiden_history,related_features,gain_importance,split_importance,human_decision,calculation_detail_status,duplicate_name_count,input_column_type
86,race_position_bias_last1,対象馬の直近3走についてrace position bias last1を集約した値,直近3走の履歴値を対象に直近3走の派生値。履歴不足時は空配列の既定値0.0。,対象馬の過去3レース結果,直近3走,Pace / Position,src/backtest.py:963-1020,YES,race_position_bias_lastN,0.0,0.0,,CODE_TRACED,1,raw feature
87,race_position_bias_last2,対象馬の直近3走についてrace position bias last2を集約した値,直近3走の履歴値を対象に直近3走の派生値。履歴不足時は空配列の既定値0.0。,対象馬の過去3レース結果,直近3走,Pace / Position,src/backtest.py:963-1020,YES,race_position_bias_lastN,0.0,0.0,,CODE_TRACED,1,raw feature
88,race_position_bias_last3,対象馬の直近3走についてrace position bias last3を集約した値,直近3走の履歴値を対象に直近3走の派生値。履歴不足時は空配列の既定値0.0。,対象馬の過去3レース結果,直近3走,Pace / Position,src/backtest.py:963-1020,YES,race_position_bias_lastN,0.0,0.0,,CODE_TRACED,1,raw feature
89,setup_improvement,コード上の特徴量 setup_improvement,build_v1_featuresのvalues辞書から取得（詳細式は該当ブロックを参照）。,build_v1_featuresの入力行・履歴,当該レースまたは過去履歴（名称から一意に確定不可）,Recent Performance,src/backtest.py:932-1030,UNKNOWN,setup_improvement,110.25669860839844,3.0,,CODE_TRACED,1,raw feature
90,hidden_strength_x_race_strength,コード上の特徴量 hidden_strength_x_race_strength,build_v1_featuresのvalues辞書から取得（詳細式は該当ブロックを参照）。,build_v1_featuresの入力行・履歴,当該レースまたは過去履歴（名称から一意に確定不可）,Recent Performance,src/backtest.py:932-1030,YES,hidden_strength_x_race_strength,9.386150360107422,1.0,,CODE_TRACED,1,raw feature
91,course_first_corner_distance_m,当該コース形状のfirst corner distance m,入力行のcourse_*列をgeometry_valueで数値化。欠損は0.0。,raw race dataのcourse_*列,当該レース,Course,"src/backtest.py:405-409,src/backtest.py:889-901",N/A,course_first_corner_distance_m,1897.9770984649658,22.0,,CODE_TRACED,1,raw feature
92,course_elevation_difference_m,当該コース形状のelevation difference m,入力行のcourse_*列をgeometry_valueで数値化。欠損は0.0。,raw race dataのcourse_*列,当該レース,Course,"src/backtest.py:405-409,src/backtest.py:889-901",N/A,course_elevation_difference_m,2015.339687347412,29.0,,CODE_TRACED,1,raw feature
93,course_final_straight_m,当該コース形状のfinal straight m,入力行のcourse_*列をgeometry_valueで数値化。欠損は0.0。,raw race dataのcourse_*列,当該レース,Course,"src/backtest.py:405-409,src/backtest.py:889-901",N/A,course_final_straight_m,5633.410729408264,64.0,,CODE_TRACED,1,raw feature
94,course_start_uphill,当該コース形状のstart uphill,入力行のcourse_*列をgeometry_valueで数値化。欠損は0.0。,raw race dataのcourse_*列,当該レース,Course,"src/backtest.py:405-409,src/backtest.py:889-901",N/A,course_start_uphill,0.0,0.0,,CODE_TRACED,1,raw feature
95,course_start_downhill,当該コース形状のstart downhill,入力行のcourse_*列をgeometry_valueで数値化。欠損は0.0。,raw race dataのcourse_*列,当該レース,Course,"src/backtest.py:405-409,src/backtest.py:889-901",N/A,course_start_downhill,0.0,0.0,,CODE_TRACED,1,raw feature
96,course_final_uphill,当該コース形状のfinal uphill,入力行のcourse_*列をgeometry_valueで数値化。欠損は0.0。,raw race dataのcourse_*列,当該レース,Course,"src/backtest.py:405-409,src/backtest.py:889-901",N/A,course_final_uphill,57.86610221862793,2.0,,CODE_TRACED,1,raw feature
97,course_final_downhill,当該コース形状のfinal downhill,入力行のcourse_*列をgeometry_valueで数値化。欠損は0.0。,raw race dataのcourse_*列,当該レース,Course,"src/backtest.py:405-409,src/backtest.py:889-901",N/A,course_final_downhill,0.0,0.0,,CODE_TRACED,1,raw feature
98,course_final_steep_hill,当該コース形状のfinal steep hill,入力行のcourse_*列をgeometry_valueで数値化。欠損は0.0。,raw race dataのcourse_*列,当該レース,Course,"src/backtest.py:405-409,src/backtest.py:889-901",N/A,course_final_steep_hill,0.0,0.0,,CODE_TRACED,1,raw feature
99,course_rolling_terrain,当該コース形状のrolling terrain,入力行のcourse_*列をgeometry_valueで数値化。欠損は0.0。,raw race dataのcourse_*列,当該レース,Course,"src/backtest.py:405-409,src/backtest.py:889-901",N/A,course_rolling_terrain,0.0,0.0,,CODE_TRACED,1,raw feature
100,course_mostly_flat,当該コース形状のmostly flat,入力行のcourse_*列をgeometry_valueで数値化。欠損は0.0。,raw race dataのcourse_*列,当該レース,Course,"src/backtest.py:405-409,src/backtest.py:889-901",N/A,course_mostly_flat,262.01210021972656,6.0,,CODE_TRACED,1,raw feature
101,course_gentle_corners,当該コース形状のgentle corners,入力行のcourse_*列をgeometry_valueで数値化。欠損は0.0。,raw race dataのcourse_*列,当該レース,Course,"src/backtest.py:405-409,src/backtest.py:889-901",N/A,course_gentle_corners,309.70179748535156,7.0,,CODE_TRACED,1,raw feature
102,course_tight_corners,当該コース形状のtight corners,入力行のcourse_*列をgeometry_valueで数値化。欠損は0.0。,raw race dataのcourse_*列,当該レース,Course,"src/backtest.py:405-409,src/backtest.py:889-901",N/A,course_tight_corners,0.0,0.0,,CODE_TRACED,1,raw feature
103,course_up_down_transition_sentence_count,当該コース形状のup down transition sentence count,入力行のcourse_*列をgeometry_valueで数値化。欠損は0.0。,raw race dataのcourse_*列,当該レース,Course,"src/backtest.py:405-409,src/backtest.py:889-901",N/A,course_up_down_transition_sentence_count,0.0,0.0,,CODE_TRACED,1,raw feature
104,course_geometry_fit,当該コース形状のgeometry fit,入力行のcourse_*列をgeometry_valueで数値化。欠損は0.0。,raw race dataのcourse_*列,当該レース,Course,"src/backtest.py:405-409,src/backtest.py:889-901",N/A,course_geometry_fit,3489.358896255493,44.0,,CODE_TRACED,1,raw feature
105,horse_expected_position,対象馬のhorse expected position,対象馬の履歴から平均・標準偏差、または同一geometryのadjusted performance平均を計算。履歴なしは0.0/0.5。,対象馬の過去レース履歴と当該コースgeometry,全保持履歴（最大5走）,Pace / Position,src/backtest.py:891-906,YES,horse_expected_position,4428.836008071899,67.0,,CODE_TRACED,1,raw feature
106,position_stability,対象馬のposition stability,対象馬の履歴から平均・標準偏差、または同一geometryのadjusted performance平均を計算。履歴なしは0.0/0.5。,対象馬の過去レース履歴と当該コースgeometry,全保持履歴（最大5走）,Pace / Position,src/backtest.py:891-906,YES,position_stability,0.0,0.0,,CODE_TRACED,1,raw feature
107,frontness_mean,対象馬のfrontness mean,対象馬の履歴から平均・標準偏差、または同一geometryのadjusted performance平均を計算。履歴なしは0.0/0.5。,対象馬の過去レース履歴と当該コースgeometry,全保持履歴（最大5走）,Pace / Position,src/backtest.py:891-906,UNKNOWN,frontness_mean,0.0,0.0,,CODE_TRACED,1,raw feature
108,frontness_std,対象馬のfrontness std,対象馬の履歴から平均・標準偏差、または同一geometryのadjusted performance平均を計算。履歴なしは0.0/0.5。,対象馬の過去レース履歴と当該コースgeometry,全保持履歴（最大5走）,Pace / Position,src/backtest.py:891-906,UNKNOWN,frontness_std,0.0,0.0,,CODE_TRACED,1,raw feature
109,front_density,当該レースの展開・位置取り構成を表すfront density,同一レース出走馬の過去位置取りからfrontnessを作り、平均・密度・上位入線馬との差を計算。,同一レースの全出走馬と各馬の過去位置履歴,当該レース＋各馬の保持履歴,Pace / Position,"src/backtest.py:835-860,src/backtest.py:901-915",UNKNOWN,front_density,44.69420051574707,3.0,,CODE_TRACED,1,raw feature
110,forward_density,当該レースの展開・位置取り構成を表すforward density,同一レース出走馬の過去位置取りからfrontnessを作り、平均・密度・上位入線馬との差を計算。,同一レースの全出走馬と各馬の過去位置履歴,当該レース＋各馬の保持履歴,Pace / Position,"src/backtest.py:835-860,src/backtest.py:901-915",UNKNOWN,forward_density,30.889500617980957,2.0,,CODE_TRACED,1,raw feature
111,mid_density,当該レースの展開・位置取り構成を表すmid density,同一レース出走馬の過去位置取りからfrontnessを作り、平均・密度・上位入線馬との差を計算。,同一レースの全出走馬と各馬の過去位置履歴,当該レース＋各馬の保持履歴,Pace / Position,"src/backtest.py:835-860,src/backtest.py:901-915",UNKNOWN,mid_density,0.0,0.0,,CODE_TRACED,1,raw feature
112,rear_density,当該レースの展開・位置取り構成を表すrear density,同一レース出走馬の過去位置取りからfrontnessを作り、平均・密度・上位入線馬との差を計算。,同一レースの全出走馬と各馬の過去位置履歴,当該レース＋各馬の保持履歴,Pace / Position,"src/backtest.py:835-860,src/backtest.py:901-915",UNKNOWN,rear_density,119.956298828125,3.0,,CODE_TRACED,1,raw feature
113,expected_front_count,当該レースの展開・位置取り構成を表すexpected front count,同一レース出走馬の過去位置取りからfrontnessを作り、平均・密度・上位入線馬との差を計算。,同一レースの全出走馬と各馬の過去位置履歴,当該レース＋各馬の保持履歴,Pace / Position,"src/backtest.py:835-860,src/backtest.py:901-915",UNKNOWN,expected_front_count,204.2671012878418,5.0,,CODE_TRACED,1,raw feature
114,expected_position_mean,当該レースの展開・位置取り構成を表すexpected position mean,同一レース出走馬の過去位置取りからfrontnessを作り、平均・密度・上位入線馬との差を計算。,同一レースの全出走馬と各馬の過去位置履歴,当該レース＋各馬の保持履歴,Pace / Position,"src/backtest.py:835-860,src/backtest.py:901-915",YES,expected_position_mean,1238.6014022827148,30.0,,CODE_TRACED,1,raw feature
115,expected_position_std,当該レースの展開・位置取り構成を表すexpected position std,同一レース出走馬の過去位置取りからfrontnessを作り、平均・密度・上位入線馬との差を計算。,同一レースの全出走馬と各馬の過去位置履歴,当該レース＋各馬の保持履歴,Pace / Position,"src/backtest.py:835-860,src/backtest.py:901-915",YES,expected_position_std,1134.1587982177734,15.0,,CODE_TRACED,1,raw feature
116,gate_position_pct,コード上の特徴量 gate_position_pct,build_v1_featuresのvalues辞書から取得（詳細式は該当ブロックを参照）。,build_v1_featuresの入力行・履歴,当該レースまたは過去履歴（名称から一意に確定不可）,Pace / Position,src/backtest.py:932-1030,YES,gate_position_pct,333.2567014694214,11.0,,CODE_TRACED,1,raw feature
117,gate_x_expected_position,コード上の特徴量 gate_x_expected_position,build_v1_featuresのvalues辞書から取得（詳細式は該当ブロックを参照）。,build_v1_featuresの入力行・履歴,当該レースまたは過去履歴（名称から一意に確定不可）,Pace / Position,src/backtest.py:932-1030,YES,gate_x_expected_position,449.9027099609375,12.0,,CODE_TRACED,1,raw feature
118,position_bias_top5_v2,当該レースの展開・位置取り構成を表すposition bias top5 v2,同一レース出走馬の過去位置取りからfrontnessを作り、平均・密度・上位入線馬との差を計算。,同一レースの全出走馬と各馬の過去位置履歴,当該レース＋各馬の保持履歴,Pace / Position,"src/backtest.py:835-860,src/backtest.py:901-915",YES,position_bias_top5_v2,0.0,0.0,,CODE_TRACED,1,raw feature
